0.0,0.78,1.56,2.34,3.13,3.91,4.69,5.47,6.25,7.03,7.81,8.59,9.38,10.16,10.94,11.72,12.5,13.28,14.06,14.84,15.63,16.41,17.19,17.97,18.75,19.53,20.31,21.09,21.87,22.66,23.44,24.22,25.0,25.78,26.56,27.34,28.12,28.91,29.69,30.47,31.25,32.03,32.81,33.59,34.38,35.16,35.94,36.72,37.5,38.28,39.06,39.84,40.63,41.41,42.19,42.97,43.75,44.53,45.31,46.09,46.88,47.66,48.44,49.22
8.1643,7.4332,6.0466,6.2017,4.9943,4.862,4.3521,4.9739,4.7929,4.006,2.8643,2.248,3.6982,3.6756,4.7285,4.1868,3.4719,3.3508,6.4626,6.6591,6.1481,5.787,5.0815,5.3004,5.3795,4.6572,5.5049,3.0641,4.8911,3.8295,4.5185,4.4509,3.7519,4.0942,4.475,4.0327,4.6687,5.8057,4.9635,5.2853,5.2208,7.8699,8.297,7.1752,4.7535,4.6006,5.3935,5.228,4.4124,5.0326,4.8439,4.7331,4.5828,3.2386,4.4177,4.4438,4.3294,3.3248,4.5567,3.926,4.7863,4.2272,6.3092,7.0429
8.1714,7.4521,6.1902,6.323,5.4414,4.7787,3.8855,4.458,2.1888,3.328,3.0589,3.4786,4.5762,4.3231,4.9506,4.401,4.6076,4.3691,6.3381,6.5776,5.9438,6.1342,4.8185,4.2837,4.4737,5.5508,5.6588,4.391,4.5325,3.8195,4.5774,4.4632,4.2557,4.0848,3.9388,3.3725,4.1925,5.6112,5.3996,5.0674,5.289,7.8503,8.3101,7.2151,5.1582,4.6214,5.7922,5.8923,4.1734,4.9529,4.7634,3.858,3.9113,4.474,4.5167,4.4795,4.6621,4.4722,3.9033,4.4288,3.2148,4.6233,6.2968,7.05
8.1814,7.4325,6.2176,6.1645,5.1265,4.6592,3.8091,4.7258,4.5593,3.7793,4.0431,2.6095,3.6982,3.718,4.5253,3.92,4.5032,5.0581,6.1418,6.6376,6.0222,6.2689,5.2905,5.2645,3.8072,5.587,5.5258,4.7998,4.3601,4.1528,4.6851,4.2744,4.4685,4.0876,3.8443,4.4963,4.8037,5.6963,5.614,4.9647,5.903,7.749,8.3191,7.3849,3.9727,5.1195,5.8706,5.6762,4.7981,4.7556,4.1067,4.5273,3.5483,3.2889,3.581,4.0157,4.5421,4.4307,4.2286,3.9163,4.3062,4.6714,6.243,7.049
8.1696,7.4001,6.2734,6.3063,3.6723,4.4555,3.4946,4.615,4.0164,3.2597,3.8184,3.8353,4.3965,3.8746,4.5782,2.6673,4.7571,4.801,6.3588,6.6828,6.2879,5.9625,4.8454,4.7133,4.5084,5.412,5.6775,4.8869,4.1537,3.7766,4.4126,2.7166,3.9957,4.1933,3.326,3.8622,4.2442,5.2624,5.2281,5.1352,5.9861,7.8769,8.3111,7.2643,3.6709,4.1902,5.6796,5.7042,5.2381,4.9439,4.021,2.9324,3.3604,3.2937,4.4848,3.4888,4.5435,3.5687,4.491,4.2939,4.6568,4.7842,6.1062,7.0268
8.1621,7.4597,6.295,6.2225,5.3701,4.4761,4.5063,4.5484,4.413,4.1296,3.3608,3.5428,3.8844,3.806,4.3229,4.1887,4.4468,4.7944,6.3503,6.6582,4.7499,5.7783,3.7973,4.8222,5.087,5.4237,5.4021,5.1005,4.2865,3.7416,3.9088,4.6006,4.1063,3.9668,3.5066,4.1556,4.444,5.3384,5.3833,5.2317,6.0142,7.828,8.3112,7.3017,4.1744,5.1416,5.5852,5.0883,4.5096,4.9704,3.7065,3.7116,3.3786,3.9139,4.0317,4.6459,4.3524,4.1924,3.9177,4.8676,4.6598,4.0902,6.1085,7.0228
8.1755,7.4611,6.1351,6.2265,4.8984,4.7216,3.8373,4.9097,4.5872,3.172,3.196,2.6985,4.3268,3.7745,4.0024,4.3969,4.2608,4.7613,6.3072,6.651,6.1058,6.1467,5.0604,5.2175,5.2806,5.5696,5.5829,4.9086,4.6428,4.5315,4.455,4.1696,4.4743,3.3469,3.4352,4.6005,4.4892,5.6822,5.4294,5.0717,5.9803,7.8847,8.3129,7.3131,4.2205,4.8032,5.7133,5.6651,4.768,5.0181,3.7196,4.3996,4.6183,4.3472,3.53,3.9327,4.4851,4.4419,4.107,3.6958,4.7419,4.9229,6.0801,7.0241
8.1835,7.4525,6.1994,6.2195,4.7617,4.6627,2.9896,4.5817,4.2082,2.937,3.1813,2.0622,3.8667,2.4617,4.4745,4.7025,4.4534,5.083,6.3155,6.6469,6.134,6.2197,5.2068,4.9976,5.2289,5.6605,5.6205,4.7202,4.5088,3.8266,4.053,4.0374,4.1087,3.1447,2.9979,3.9504,4.6218,5.5899,5.4142,5.0915,6.0326,7.8709,8.315,7.3214,4.0997,4.6216,5.8241,5.82,4.9486,4.8515,3.4616,4.2971,4.4964,3.4941,3.7618,4.0458,4.3667,3.5707,3.6389,4.531,4.5059,4.8793,6.0503,7.0261
8.1741,7.4237,6.2435,6.2502,4.7527,4.6832,3.1271,3.9902,3.6476,3.0759,3.2705,3.4089,3.9397,3.7257,4.632,4.658,3.7519,4.886,6.2873,6.6564,6.1636,6.1958,5.159,4.3119,4.9665,5.7301,5.6524,4.7432,4.3924,2.6747,3.5433,4.2794,2.9939,4.0187,2.7215,3.8905,4.7287,5.4107,5.3182,4.86,5.9927,7.8708,8.3192,7.3339,4.1797,4.8658,5.8783,5.8371,5.1142,4.6525,3.364,4.443,3.6221,3.1489,3.2268,3.1764,4.5801,3.8735,3.7635,4.4501,3.1106,4.5098,6.058,7.0232
8.1659,7.4549,6.1607,6.1692,5.1276,4.3764,4.5694,4.9168,4.1346,3.5004,4.1691,3.3875,4.2427,3.9048,4.4386,3.8376,4.4732,4.4055,6.2934,6.6342,5.7917,6.145,4.8586,5.4227,5.3841,5.5875,5.6082,4.9189,4.8481,4.4811,4.8354,3.7608,4.1888,3.891,4.3356,4.4185,4.4383,5.6449,5.5054,5.285,5.9203,7.8515,8.3165,7.3547,4.1833,4.7795,5.619,5.458,4.5569,5.1176,4.6374,4.5413,4.3351,4.328,4.1237,4.0749,4.3503,4.5121,4.486,3.9233,4.8363,4.8544,6.103,7.036
