0.0,0.78,1.56,2.34,3.13,3.91,4.69,5.47,6.25,7.03,7.81,8.59,9.38,10.16,10.94,11.72,12.5,13.28,14.06,14.84,15.63,16.41,17.19,17.97,18.75,19.53,20.31,21.09,21.87,22.66,23.44,24.22,25.0,25.78,26.56,27.34,28.12,28.91,29.69,30.47,31.25,32.03,32.81,33.59,34.38,35.16,35.94,36.72,37.5,38.28,39.06,39.84,40.63,41.41,42.19,42.97,43.75,44.53,45.31,46.09,46.88,47.66,48.44,49.22
8.2078,7.4648,6.3857,6.065,4.955,4.1992,4.5942,4.7145,3.5277,4.2471,3.4252,2.7535,4.1339,4.2949,3.4063,4.4054,4.7278,4.7243,6.1835,6.7345,6.2084,5.8722,4.4468,5.0366,4.483,5.4464,5.3076,4.2295,3.2628,3.744,4.4572,4.2485,3.2711,4.0035,4.0995,4.0181,3.8411,5.1864,5.4386,5.2035,5.6236,7.7087,8.3098,7.4131,4.1388,4.6518,5.1778,4.6876,4.6752,4.8624,3.7862,4.3538,3.6918,3.2464,3.9994,3.2097,4.3744,4.607,4.1203,4.2123,4.6994,4.7396,6.0456,6.961
8.2239,7.519,6.3449,5.8311,4.9574,4.7501,4.915,4.6242,2.8418,3.3002,3.3689,3.4294,4.0317,3.9334,3.6607,4.4459,4.616,4.5762,6.0137,6.6959,6.3816,6.2135,5.6433,5.5959,5.1587,5.5951,5.1409,4.951,4.7609,4.5302,4.1054,3.7328,3.668,3.6216,3.0973,4.2611,4.425,5.2161,5.7347,5.0744,5.7097,7.6835,8.317,7.4765,3.9162,4.7738,5.7344,5.137,4.9239,4.3737,4.3771,4.4953,3.6337,3.4203,2.8398,3.7604,3.6719,3.5757,4.1462,4.1822,4.4796,4.9716,6.1725,6.9824
8.2146,7.4329,6.4332,5.9765,4.6524,4.0841,3.6747,3.2267,3.9879,3.797,2.927,3.3019,3.3792,3.1859,4.0104,4.5354,4.2185,4.8365,6.1359,6.7092,6.2742,6.069,5.1395,4.6438,3.0654,5.6941,5.3929,4.6618,3.6039,3.8944,2.0809,3.5253,2.752,3.8096,3.3566,3.4012,3.8976,4.4853,5.1532,4.8827,5.8172,7.7193,8.3154,7.4608,4.038,4.8235,5.7394,5.4218,5.2527,4.6162,3.3449,3.4996,3.5251,3.1921,3.2787,3.6854,4.0073,4.1408,3.6595,4.3352,4.4592,4.836,6.0635,6.9689
8.2214,7.5401,6.311,5.8616,4.8039,4.683,4.8784,4.8249,1.5557,2.8932,3.7397,3.6363,4.013,3.2431,3.7756,4.2925,4.4127,4.2118,6.1493,6.7038,6.0957,6.0972,5.3339,5.5492,5.4198,5.564,5.303,5.0736,4.8722,4.4152,4.044,3.2672,2.745,3.7599,4.081,4.2739,4.4455,5.4495,5.5506,5.2369,5.8019,7.7404,8.3149,7.4577,4.6436,4.4914,5.4498,5.0778,5.0672,4.7635,4.4197,4.1418,3.555,3.3761,2.3395,3.5375,3.2385,4.1209,4.1038,4.0931,4.6715,4.9065,6.1339,6.9779
8.2015,7.5229,6.4401,6.1362,5.1251,4.5827,4.3575,4.2221,3.8317,3.827,3.2873,3.3796,3.8649,4.0597,4.2289,4.8032,4.7386,4.5472,6.1263,6.6941,6.1031,6.0149,4.9846,4.5468,4.6253,5.6082,5.3695,3.5427,4.0257,4.1582,3.9998,3.8867,2.5861,3.3619,3.5864,3.1376,2.8329,4.4228,5.3901,5.2553,5.3284,7.7067,8.3131,7.4117,4.7704,4.5074,5.6869,5.2813,4.8752,4.6463,3.3895,2.7753,3.8517,3.5065,4.1402,3.9149,4.2879,4.4024,4.4453,4.2707,4.6217,4.8109,6.1401,6.9592
8.2252,7.5305,6.3785,6.0203,4.5955,4.6719,4.3356,4.1427,3.7953,3.6057,3.2376,3.6207,3.5826,3.7295,4.457,4.6735,4.2263,4.6794,6.0886,6.6761,6.2031,6.2026,5.5219,4.5298,4.0017,5.6815,5.3437,4.5853,4.1341,4.2253,3.3652,3.5985,3.6642,2.9503,2.8794,3.6771,3.2283,5.2656,5.7347,5.2468,5.5665,7.6982,8.3145,7.4208,4.5797,5.0696,6.05,5.5175,4.9716,4.7617,3.0153,2.1949,4.0346,4.1652,2.0195,3.5359,4.1974,4.0334,4.177,3.3327,3.2472,4.1855,6.2338,6.98
8.1982,7.4085,6.4155,6.0588,4.7273,4.646,4.5307,4.2084,3.4094,4.2973,2.4427,3.1807,4.1175,3.4376,4.363,4.5462,4.3463,4.5415,6.2631,6.7005,6.2246,5.9592,4.7827,4.4675,3.7876,5.4624,5.4368,3.9262,2.831,4.3654,4.1001,3.6065,3.62,4.1292,2.2371,3.1215,3.2916,5.0784,5.469,4.1184,5.3577,7.7493,8.3107,7.4275,5.0009,4.9722,5.7253,5.2651,5.1117,4.7262,3.2831,3.682,3.9846,3.264,3.4986,3.5525,4.2295,4.107,3.6937,3.628,4.7138,4.8628,6.0852,6.9657
8.228,7.5332,6.3876,6.2414,5.2533,4.6827,3.2562,3.8199,3.5195,4.2268,1.7862,3.7021,4.0654,4.2544,4.3718,4.292,4.8718,5.0063,6.1929,6.634,5.3176,6.0901,4.9577,4.75,4.651,5.6507,5.5266,5.001,4.8999,3.0699,3.6748,3.7698,4.1073,3.1057,3.9884,3.3405,4.4727,4.8866,5.1111,5.486,6.1093,7.7541,8.3128,7.3981,4.9734,5.1317,5.7616,5.6131,4.7048,4.8271,3.6126,4.3398,3.7474,3.556,3.3462,3.6982,3.8901,4.4385,4.4306,4.2649,4.442,4.7909,6.2333,6.9619
8.2288,7.5205,6.3149,6.1365,4.7995,4.8091,4.1793,4.2067,3.3643,2.3592,3.1552,3.4505,3.8668,4.1216,4.6363,4.2656,4.7161,4.8138,6.3017,6.6312,6.1461,6.2316,5.3683,5.2682,5.1208,5.62,5.5873,4.9778,4.6428,4.172,4.5069,4.0783,3.8937,3.3596,3.9614,4.5342,4.273,5.5209,5.3831,5.3136,6.0373,7.814,8.3117,7.349,4.0202,4.8072,5.7081,5.6679,5.0084,5.0623,3.9221,3.5394,2.3981,4.3447,3.6108,2.2511,4.3106,4.0243,3.7355,3.7315,4.5529,4.8636,6.1575,6.949
